aaien
plassen
plat
pleister
plek
plons
plotseling
poep
poepen
poes
poetsen
politie
poort
poot
dier
pop
poppenhoek
huishoek
poppenkast
portemonnee
pot
plassen
potje
potlood
prachtig
praten
precies
exact
prik
prikken
prima
proberen
prullenbak
punt
potlood
puzzel
puzzelen
pyjama
raam
raar
radio
rand
regen
rennen
reus
riem
rietje
rij
rijden
rijst
ring
rits
roepen
geluid
roeren
rok
rollen
rommel
rond
vorm
ronddraaien
rood
roze
rug
ruiken
rustig
ruzie
samen
sap
schaap
schaar
schelp
schep
scheppen
scherp
scheuren
schieten
iets
met
schijnen
schijnt
zon
schoen
schommel
school
schoon
schoonmaken
schoot
schoppen
schotel
schoteltje
schreeuwen
schrijven
schrikken
schudden
sinaasappel
sla
slaan
slap
slak
slang
slapen
slecht
slee
sleutel
slim
slinger
slok
slokje
snappen
sneeuw
snel
snijden
snoep
snoepje
snor
soep
sok
soms
soort
speelgoed
speen
spel
spelen
spelen
spiegel
spin
springen
spugen
spullen
staan
bevinden
overeind
start
stap
stappen
steeds
steen
steken
in
plaatsen
stekker
stempelen
step
ster
sterk
sticker
stift
stil
geluid
stoel
stoep
stok
stom
dom
stop
stoppen
stilstaan
stoten
stout
straat
strak
straks
streep
strik
stuk
kapot
stukje
stuur
suiker
T-shirt
taart
tafel
tak
tand
tandenborstel
tandpasta
tante
tas
groot
te
klein
hoog
teen
tegelijk
tegen
plaats
tekenen
tekening
telefoon
televisie
tv
tellen
tent
terug
terugbrengen
teruggeven
terwijl
thee
thuis
tien
tijd
tijger
tik
klap
toch
toen
toeter
tomaat
tong
toren
tot
touw
touwtje
traan
tram
trap
ladder
trein
trekken
trommel
muziek
trui
tuin
tussen
twee
u
uil
uit
afkomstig
uitdoen
kleren
uittrekken
uur
vaak
vaas
vader
vakantie
vallen
van
bezit
vandaag
vangen
varen
varken
vast
zeker
houden
vechten
veel
meest
meer
vegen
ver
verst
verder
weg
verder
verdrietig
verdwijnen
verf
vergeten
verhaal
verjaardag
verkeerd
verkouden
verstaan
verstoppen
vertellen
verven
veter
vier
vieren
vies
vuil
vijf
vinden
mening
terug
vinger
vis
vlag
vlees
vlieg
vliegen
vliegtuig
vlinder
vlug
voelen
voet
voetbal
voetballen
vogel
vogeltje
vol
volgend
volgens
voor
voordat
voorlezen
voorzichtig
vorig
vork
vos
vouwen
vrachtauto
vragen
vriend
vriendje
vrouw
vuur
waar
waar
echt
waarheen
naartoe
waar
waarom
wachten
wagen
wagentje
wakker
wang
wanneer
want
handschoen
warm
wassen
wat
water
wc
wc-papier
we
wij
week
weer
eens
nog
weg
wegleggen
wei
weinig
minst
minder
wel
welk
welterusten
wereld
werk
werkje
werken
weten
wie
wieg
wiel
wijzen
willen
wind
winkel
winter
wip
wit
wolf
wolk
wonen
woord
worden
worst
wortel
yoghurt
zacht
geluid
voelen
zak
zakdoek
zand
zandbak
ze
zij
zebra
zee
zeep
zeer
doet
zeg
zeggen
zeker
zelf
zes
zetten
zeven
zich
ziek
ziekenhuis
zien
zijn
zingen
zitten
zo
dadelijk
zoals
zoeken
zoet
zomaar
zomer
zon
zonder
zorgen
zout
zoveel
zuchten
zullen
zus
zusje
zuur
zwaaien
zwart
zwemmen
aanhebben
aankomst
aansteken
aardbei
aarde
grond
achterblijven
afblijven
afdrogen
afgaan
zand
afkloppen
afpakken
afvallen
plaats
afvegen
afwassen
alledrie
alletwee
anders
ik
fiets
ga
appelmoes
armband
aspirine
autoweg
avondeten
badkamer
badpak
bakken
bakker
balk
ballon
band
auto
bedankt
behangen
bekeuren
bekeuring
bekijken
beter
hersteld
bezem
bezemsteel
biefstuk
bier
big
bikini
blik
doos
bloeien
blouse
boekenkast
boekenrek
boerin
bok
boodschappenkar
boodschappentas
boon
borst
borstel
bos
bloemen
bot
botsing
bovenin
branden
breekbaar
brievenbus
broekspijp
brommer
brug
buitenland
buren
bushalte
buurjongen
buurman
buurmeisje
buurvrouw
cake
cavia
cd
dvd
circustent
citroen
clownsneus
cola
daarvoor
deftig
dekbed
dennenappel
dennenboom
derde
dichtdoen
dichtmaken
dief
directeur
doen
alsof
dokterstas
dom
douchen
draaimolen
draak
drankje
draven
drijven
droogmaken
druif
druppel
dwarrelen
dwerg
eekhoorn
een
voor
egel
eikel
elleboog
engel
erbij
horen
erbij
kunnen
eten
maken
ezel
fee
feesthoed
fietspad
fietspomp
flat
flauw
fornuis
framboos
fruit
gans
geboren
gehakt
geluk
hebben
gevaar
gevangenis
gezond
giechelen
gieten
gitaar
glad
glimmen
gloeiend
goedemiddag
goedemorgen
goedmaken
golf
gordel
graafmachine
grasveld
groente
grond
aarde
grootmoeder
grootvader
grote
mensen
gum
gym
gymnastiek
gymmen
gymspullen
haas
hagelslag
hals
hand
geven
handje
heks
herder
herrie
het
stormt
honger
hoofdpijn
hooi
huid
hulp
hulpje
huppelen
ijsbeer
ijzer
in
echt
buurt
blootje
ineens
inpakken
instappen
jarige
job
kaal
kaft
kalender
kalf
kapster
kassa
kastanje
kasteel
kater
kauwen
keelpijn
kelder
kers
kerstbal
kerstboom
kerstfeest
kerstklok
kerstliedje
kerstman
Kerstmis
ketting
rijgen
kin
kinderboerderij
kiwi
klaar
over
kledingstuk
kletsen
kletsnat
kleuter
klimrek
klittenband
knikkeren
knuffel
koekenpan
kom
kooi
kopje
duikelen
krat
kribbe
kroket
kruispunt
kruk
kurk
kwaken
kwijtraken
laken
lauw
legen
levend
licht
lichtst
lichter
lieveheersbeestje
lijf
links
lokaal
los
maat
macaroni
maillot
mandarijn
markt
marmot
masker
mayonaise
meehelpen
meezingen
meel
meester
meloen
mengen
merel
meten
metro
metselen
miauwen
midden
middenin
mier
mijter
misselijk
morsen
mouw
mug
mus
naald
naar
vervelend
nadat
neef
nergens
net
pas
nicht
niezen
normaal
om
beurten
omkiepen
omlaag
omver
omwaaien
onderaan
ondersteboven
ondiep
ondiepe
ongezellig
onrustig
onvoorzichtig
oorbel
op
komen
bezoek
rij
wachten
beurt
gaan
reis
opbergen
opendoen
oplossen
probleem
oppassen
uitkijken
oprapen
optillen
oranje
os
overkant
oversteken
paar
schoenen
paardebloem
papegaai
paraplu
parkeerplaats
parkeren
pas
pasgeboren
pech
hebben
pepernoot
pesten
pestkop
piano
Piet
zwarte
witte
grijze
roze
gele
groene
blauwe
rode
wit
geel
groen
paars
paarse
zwart
rood
blauw
pijl
pink
pistool
pizza
plaatje
plakband
plakboek
plakkertje
plakplaatje
plaksel
plakspullen
plastic
politieagent
politiebureau
politiepet
politiewagen
poppenhuis
poppenwagen
prins
prinses
proeven
punt
stip
puntenslijper
raadsel
raden
ramen
lappen
rechtdoor
rechtop
rechts
regenjas
reis
reizen
rek
reusachtig
ridder
rijbewijs
rijp
ritssluiting
rook
roos
rotten
ruw
sandaal
schaats
schaatsen
schap
supermarkt
schat
lief
iemand
scheetje
windje
schil
schildpad
schip
schoorsteen
schort
schouder
schuim
schuiven
schuur
scooter
shampoo
sinas
Sint
Sinterklaas
sinterklaasfeest
sinterklaasliedje
slaapkamer
slager
slipper
slof
sloffen
slordig
slot
sluipen
sluiting
smelten
snavel
sneeuwpop
snuit
sop
spaghetti
spannend
speeltuin
spelletje
spetteren
spijkerbroek
spinazie
spons
spook
springtouw
sproeien
spuiten
staart
staf
stal
stampen
stapelen
station
steel
stempel
stilstaan
stilzitten
stip
stoeprand
stoer
stof
stoffer
blik
stompen
stoomboot
stopcontact
stoplicht
strand
stromen
strooien
sturen
zenden
supermarkt
tafel
dekken
tafelkleed
taxi
te
kort
veel
telefoonboek
telefoonnummer
tot
straks
ziens
touw
touwtje
springen
toveren
tractor
troep
troon
troosten
tussendoortje
tussen
door
tweede
uitblazen
uitdelen
uitkiezen
uitkleden
zich
uitpakken
uitspoelen
uitstappen
vastmaken
veranderen
verjaardagsfeest
verjaardag
feest
verkeer
verkeersbord
verkleden
verkleedkleren
verkleuren
verrassing
versieren
versiering
versje
vervelend
verwarming
veulen
vierde
vierkant
december
vijf
visite
vissen
vla
vlak
vlam
vlecht
vliegveld
vloer
vloerkleed
vogelnestje
voor
gaan
praten
beurt
vooruit
vorm
vriezen
vrolijk
vullen
waarschuwen
waggelen
washand
wasmiddel
water
geven
weggooien
wekker
wenkbrauw
wijd
wimper
winterjas
wond
wondje
woonkamer
woonwagen
zaadje
zandvorm
zebrapad
zeef
zeem
zelfstandig
ziekenwagen
zilver
zin
hebben
in
zinken
zolder
aankomen
aanlopen
kom
komt
aanrecht
aantal
aanvliegen
ren
rennen
aanvoelen
zin
tast
aanzetten
aarde
aardbol
aardig
achteraan
achterbank
achterkant
achterpoot
achttien
adem
ademen
ademhalen
adres
af
toe
afbreken
afhalen
afknippen
aflopen
lopen
einde
eind
afpakken
afscheid
afstand
afstandsbediening
afzakken
broek
agent
politie
alfabet
allang
allerlei
alsof
alvast
alweer
ambulance
angst
ansichtkaart
antwoord
antwoorden
apart
afzonderlijk
apparaat
applaus
april
arm
niet
rijk
zielig
augustus
autorijden
autoweg
avonds
avontuur
baas
spelen
badhanddoek
balkon
band
stof
batterij
bedanken
bedekken
bedoeling
bedroefd
beek
beet
vast
begin
begraven
behalve
beide
beiden
belangrijk
beleefd
beleven
beloven
bemoeien
benieuwd
benzine
bereiken
beroemd
beschermen
besluiten
bestaan
bestuurder
betekenen
beven
bevriezen
beweging
bewolkt
bewonderen
bezem
bezoek
bezorgd
bibberen
bijzetten
bijzonder
binnenkant
binnenkomen
bladzijde
bleek
zien
ruiken
proeven
smaak
reuk
zicht
bliksem
blind
bloempot
blokkendoos
blussen
bocht
boel
veel
boffen
bol
bonzen
boodschappen
doen
boor
boren
bot
bovenaan
bovendien
bovenkant
brandweer
brandweerauto
brandweerman
bravo
breed
brok
brutaal
buigen
buiging
buitenkant
buitenlands
bulderen
buurt
camping
carnaval
cement
chauffeur
cijfer
controleren
cowboy
cowboyhoed
crossfiets
daaraan
daarin
daarmee
daarnet
dagje
dag
uit
dame
dansje
dapper
slappe
lach
lachen
december
deftig
degene
dertien
deurbel
deurmat
dinsdag
diploma
direct
divali
dochter
doelpunt
doktersjas
dol
domoor
donder
donderdag
donkerblauw
donkergroen
doodgaan
doodmoe
doodstil
doof
door
elkaar
doorgeven
doorlopen
doormidden
doortrekken
doorwerken
dor
dorp
dragen
kleren
droevig
droom
duiken
dook
gedoken
zee
duizelig
duizend
duw
dwars
richting
echo
echt
vals
tegenover
feest
een
geven
eens
akkoord
eenzaam
eerder
eerlijk
eetwaar
eigenwijs
eiland
eind
einde
afstand
elektrisch
elf
getal
enig
alleen
enkel
paar
enorm
er
vandoor
gaan
door
erachter
eraf
halen
erbij
doen
erf
ermee
ernaar
ernstig
serieus
eruit
zien
als
etage
euro
even
donker
licht
extra
familie
fantastisch
geweldig
februari
feest
vieren
feestdag
feestjurk
feliciteren
fladderen
flink
dapper
groot
veel
foto
fototoestel
franje
gaan
over
gaas
galopperen
gapen
gedag
gedragen
zich
geduld
geduldig
geheim
geheimzinnig
gehoorzaam
geleden
tijd
gelijk
meteen
tegelijk
hebben
geloven
niet
zeker
weten
geluid
geluk
gemeen
genieten
plezier
genoeg
hebben
van
gesp
getal
getallenlijn
getrouwd
geven
feest
geweldig
gezicht
aanblik
gieren
gil
gillen
gisteravond
glanzen
glibberig
glimlachen
glippen
gluren
goeienacht
graan
gracht
graf
grappig
graven
griezelig
grijnzen
grijpen
grommen
grondwater
gulzig
gymschoenen
gymzaal
haai
haard
haast
bijna
tijdgebrek
hak
hal
halen
roepen
halte
hamer
hamster
handig
handschoen
hangen
houding
hapje
gerecht
hardlopen
hardop
hart
hartelijk
hartstikke
haven
hebberig
heer
helft
helikopter
helpen
baten
hemel
herkennen
niet
wel
geeft
hagelt
het
over
hebben
kan
me
niets
schelen
heus
hier
achter
hoofd
hierachter
hiermee
hieronder
hijgen
hik
hitte
hoewel
honderd
hongerig
hoofdschuddend
hoop
berg
veel
hopen
horizon
horloge
huid
iemand
anders
iets
ijs
ijscoman
koud
ijskoud
brand
staan
gaten
houden
war
in
rij
elk
geval
groep
groepjes
midden
rond
orde
slaap
moe
vallen
zijn
eentje
inderdaad
indiaan
ingang
inhalen
inkleuren
inpakken
cadeau
insect
insmeren
instoppen
instorten
gebouw
intussen
knikken
ja
misschien
soms
succes
nee
jagen
jager
jam
jammeren
janken
januari
jazeker
jeuken
jezelf
jong
juichen
juist
goed
fout
eerlijk
juist
net
juli
juni
landkaart
kaart
land
kaartspel
spel
kabaal
kakelen
kalm
kameel
kan
karton
katoen
keihard
kerk
kermis
kerstkaart
kier
kies
snij
voor
links
rechts
linker
rechter
tand
pijn
kiespijn
kilometer
klaar
zetten
klaarmaken
klagen
klank
klant
klappen
applaudisseren
fietsband
fiets
band
kleding
klep
deksel
kletteren
kleurboek
kleurkrijt
kleurpotlood
potlood
pen
toetsen
toetsenbord
kleven
klodder
klokhuis
knabbelen
knagen
knap
knorren
knuffelbeest
knuffelen
knutselen
koets
koffer
kogel
koken
eten
water
thee
koffie
kokosnoot
koprol
koptelefoon
korst
kosten
kous
kraag
kraai
kraaien
haan
kip
kippen
krabbelen
krabben
kraken
krijsen
krokus
krom
kruis
kruiwagen
krul
kubus
kuil
kussen
kust
kwaad
kwart
kwebbelen
laag
laatst
onlangs
lach
ladder
lade
land
zee
languit
lap
last
hinder
lastig
leggen
ei
lek
lelijk
lenen
van
leren
les
letten
leunen
leven
lievelingsdier
lieverd
lift
liggen
uit
aan
linker
lippenstift
locomotief
loeien
logeren
lol
lopen
fietsen
vloeistof
lucht
zuurstof
lucifer
lui
luid
gehoorzamen
luisteren
maaltijd
maand
maandag
maart
machinist
mager
repareren
maken
dat
zorgen
mal
manier
map
mat
matras
mazelen
meeloper
meemaken
meer
mee
meespelen
meevallen
mei
meid
memory
meten
lengte
lang
kort
meter
microfoon
middags
minuut
mist
modder
moederdag
moeite
mogelijk
moment
mompelen
mooi
mopperen
morgens
mos
motor
machine
muziek
maken
muziekinstrument
na
achter
voor
onder
langs
naast
op
na-apen
naartoe
gaan
nadoen
narcis
nazeggen
schudden
zeggen
negen
negentien
Nieuwjaar
nieuws
journaal
nieuwsgierig
nijdig
nog
nogal
Noordpool
november
ober
oceaan
ochtend
oefenen
oerwoud
ogenblik
oktober
om
tijdstip
omgaan
met
elkaar
omkeren
omslaan
bladzijde
onder
tijden
onderdoor
ondergaande
zon
onderkant
ondersteboven
ondertussen
onderweg
ongeluk
ongelukkig
ongeveer
onmiddellijk
onrustig
ontbijt
ontdekken
ontmoeten
ontsnappen
ontzettend
onvriendelijk
onweer
onzin
ooit
oorpijn
moment
nippertje
pad
reis
tijd
weg
gemak
kop
krijgen
zoek
open
dicht
gesloten
openen
opeten
ophalen
afhalen
opnieuw
oppakken
optillen
oppassen
toezicht
opplakken
opschieten
opschrijven
opstaan
bed
douche
kamer
wekker
knuffel
kus
kussen
opstaan
staan
opstapelen
opsteken
vinger
opzeggen
gedicht
opzoeken
vinden
proberen
nieuw
tegenover
oud
ouder
over
tijdsaanduiding
overblijven
rest
overdag
overeind
overslaan
oversteken
paardrijden
paasei
pad
pak
pakken
pal
paniek
park
pas
nog
maar
pijp
buis
plaats
dorp
stad
plafond
plank
plas
melk
ranja
water
plastic
plein
plezier
plof
ploffen
plukken
pony
poos
poosje
poot
tafel
post
postbode
precies
pret
pretpark
probleem
prop
pruim
prullenmand
publiek
rails
raken
rat
recht
rechterkant
kant
zijde
zeide
rechthoek
redden
lef
levende
regenboog
reiger
rekenen
remmen
rest
restaurant
rijmen
rillen
rivier
robot
roeien
rond
rondom
ronde
rondgand
rondkijken
rondlopen
rondom
rugzak
ruilen
rups
rust
rusten
slapen
saai
sappig
appel
peer
schaal
schotel
schaduw
schamen
schattig
scheef
schelden
schilder
schminken
schrift
schuin
seizoenen
september
sieraad
sirene
sjaal
slagroom
slingeren
zwaaien
sloot
sluiten
smakelijk
smaken
smal
smullen
snoepen
snuffelen
snuiten
neus
oog
ogen
been
benen
arm
armen
mond
vingers
duim
duimen
ping
elleboog
ellebogen
knie
kni‰en
snuiven
snurken
schouder
voet
voeten
teen
tenen
lel
sleutel
schouders
soepel
soldaat
sorry
spatten
speelplaats
speeltuin
spel
spijten
spinnen
draden
spinnenweb
spoelen
sport
spreken
sprookjesboek
spuit
spuiten
sputteren
staan
mooi
stad
stapel
stelen
stem
praten
stempelkussen
stevig
fors
stevig
solide
stiekem
stikken
benauwd
stinken
stofzuigen
stofzuiger
stom
vervelend
stoom
stoppen
houden
iets
ophouden
storen
storm
stotteren
streng
struikelen
sturen
suf
suikerfeest
super
surprise
taai
tapijt
lang
kort
groot
klein
vaak
pakken
keel
ziek
voorschijn
tegelijk
tegenhouden
tegenkomen
telkens
tellen
tenslotte
terechtkomen
tevreden
theepot
theezakje
thermometer
thuisblijven
thuiskomen
tijdens
tijdschrift
tikken
tikkertje
tillen
timmeren
timmerman
toevallig
toilet
totdat
touw
tovenaar
traan
trek
eetlust
trekken
gezicht
buik
rug
trekken
tocht
treurig
trillen
trommel
koek
koekje
trots
trouwen
trouwens
tulp
tunnel
tweeling
twintig
uiterlijk
uitgaan
uitgang
uitglijden
uithalen
uitkiezen
uitkijken
uitknippen
uitlachen
uitladen
uitnodiging
uitpraten
afronden
bijleggen
uitrusten
uitsteken
vaart
snelheid
vacht
vakantiereisje
plan
vanaf
vanavond
vandaan
vandoor
vanmiddag
vanmorgen
vannacht
vanochtend
vanuit
vanzelf
varkensvlees
vast
al
stevig
slap
vastplakken
vastzitten
veertien
veertig
veilig
vel
huid
papier
veld
vensterbank
ver
verderaf
verbaasd
verband
wond
jeuk
krabben
verbergen
verbieden
verdelen
verdergaan
verderop
verdienen
verdrinken
verdwalen
verfpot
gips
vergelijken
vergissen
verkeer
verkopen
verlangen
ziek
hoofdpijn
verlegen
bang
verliefd
verliezen
verrassen
verrukkelijk
verschillend
verschrikt
verstoppertje
vertrekken
vertrouwen
vervelen
vervoer
verwachten
verwennen
verzamelen
verzinnen
vet
vierkant
vies
lekker
smaak
vijftien
vijftig
vijver
vlakbij
vlek
vlieger
vluchten
voeren
voetstap
vol
volledig
volgen
achterna
doel
vooraan
vooral
voorbeeld
voorbij
afgelopen
verder
voorbijlopen
voordat
voordeur
voorlezen
vouw
vouwblad
vraag
vreemd
vriendin
vrij
vrijdag
vroeg
vroeger
vrucht
vuil
vuilniswagen
vuilniszak
vuist
waar
juist
waarin
waarop
waarschijnlijk
waarvoor
wandelen
wandeling
warmte
was
wasgoed
wasbak
wasknijper
waslijn
wasmachine
wasmand
waterpokken
wc
rol
wedden
wedstrijd
weegschaal
weekend
wegen
wegwezen
weiland
weinig
inhoud
welkom
welnee
wennen
wens
wensen
werken
apparaat
wiebelen
wijd
wijs
wijzer
wild
wimper
winkelen
winnaar
winnen
winterslaap
wippen
wisselen
ruilen
wisselen
woedend
woensdag
woensdagmiddag
woest
wol
woonomgeving
wrijven
zaad
zaaien
zaal
zacht
zaterdag
zeehond
zeerover
zeggen
zelfs
zenuwachtig
zestien
zeuren
zicht
zichzelf
zielig
zijkant
zijn
haar
best
gang
mond
gaan
krijgen
zin
zoals
zodat
zodra
zoek
verloren
zoemen
zoen
zoenen
zoiets
zolang
zondag
zonde
jammer
zonnebril
zonnig
zool
zoon
zorgen
voor
zover
tot
zucht
zuiden
Zuidpool
zuigen
zulk
zuster
verpleeg
zwaaien
heen
weer
zwaailicht
zwaluw
stem
zweefvliegtuig
zweetdruppels
zwembad
zwembroek
zwemles
zwempak
zweven
zwijgen
achterdeur
achterin
achterlicht
achternaam
achterover
afdrogen
afgooien
aflikken
afrekenen
afscheuren
afsnijden
afspoelen
afstempelen
afvoer
afvragen
afwas
afwasborstel
allereerste
allerlaatste
ananas
anderhalf
angstig
appelboom
appeltaart
bacterie
barbecue
basisschool
behang
beleefd
zijn
bellen
blazen
berg
stapel
bes
beschuitje
beste
bestek
bestellen
beukennootje
bever
bibliotheek
bietjes
bij
beest
mug
beestje
insect
bijl
bioscoop
blaten
bloedneus
bloembol
boksen
bolhoed
bom
boodschappenlijstje
boomstam
box
brommen
broodtrommel
brullen
buis
buitendeur
buitenkomen
buitenspelen
bult
bureau
burgemeester
champignon
cirkel
clownspak
club
conducteur
dal
delen
dolfijn
dooien
duif
dweilen
eergisteren
erom
everzwijn
expres
flauwekul
fietspomp
flipperkast
fluitketel
foppen
fruitschaal
gebak
geeuwen
gemak
makkelijk
gevoelens
geweer
goochelaar
goochelen
goudvis
grazen
greppel
groente
groenteman
groepje
drie
gulp
helder
helm
hengel
hangt
ervan
heuvel
hinniken
hobbelpaard
hondenpoep
honing
hoofddoek
hoofdletter
horen
hotel
hup
hurken
hyacint
ijsschots
indianenpak
indianentooi
indoen
indrukken
inhouden
adem
benauwd
duizellig
suf
hoofdpijn
inladen
inslikken
kaart
ticket
kameleon
kampioen
kanarie
kangoeroe
kanon
kap
kapitein
karwei
kassabon
kegel
kennis
persoon
ketel
ketting
keten
kikkervis
kikvors
kinderwagen
kippenvel
kippenvlees
klapperen
klauteren
kleermakerszit
klein
letters
kletskous
klikken
klomp
kloppen
slaan
klosje
garen
knallen
knecht
kneden
klei
kniekous
knijper
knippen
knip
knoopsgat
koekoek
koel
kok
komkommer
konijnenhok
Koninginnedag
koorts
kraam
kralenplank
kudde
kunst
prestatie
landen
lantaarnpaal
lasso
later
leegdrinken
leesboek
leg
lekken
letter
lezen
licht
straling
lichtblauw
lichtgroen
lief
vinden
liegen
lijn
lint
losmaken
luciferhoutje
luiaard
matroos
medaille
meebrengen
meegeven
meekomen
meerijden
meestal
meeste
meeuw
melktand
mesthoop
met
ogen
grote
drie
twee
metrostation
metselaar
meubels
middageten
miljonair
mini
minste
mislukken
missen
niet
raak
ontbreken
mobieltje
molen
mop
grap
moskee
muisgrijs
museum
muzikant
nachtmerrie
nagellak
najaar
nakijken
oog
namelijk
natekenen
natuur
navel
navertellen
negende
net
visnet
neusdruppels
neushoorn
nijlpaard
nul
nummer
oever
offerfeest
oliebol
omdoen
omgaan
elkaar
omheen
omhooghouden
omkijken
